officialId,canonicalId,subject,grade,gradeName,domainCode,domain,strand,clusterCode,parentId,sourceItem,statement,isLeaf,instructionalStatus,active
2.RF.4.a,CCSS.ELA-LITERACY.RF.2.4.a,ela,2,Grade 2,RF,Reading: Foundational Skills,Reading: Foundational Skills,,2.RF.4,4a,Read grade-level text with purpose and understanding.,True,assessable,True
2.RF.4.b,CCSS.ELA-LITERACY.RF.2.4.b,ela,2,Grade 2,RF,Reading: Foundational Skills,Reading: Foundational Skills,,2.RF.4,4b,"Read grade-level text orally with accuracy, appropriate rate, and expression on successive readings.",True,assessable,True
2.RF.4.c,CCSS.ELA-LITERACY.RF.2.4.c,ela,2,Grade 2,RF,Reading: Foundational Skills,Reading: Foundational Skills,,2.RF.4,4c,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",True,assessable,True
2.RI.1,CCSS.ELA-LITERACY.RI.2.1,ela,2,Grade 2,RI,Reading: Informational Text,Reading: Informational Text,,,1,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.",True,assessable,True
2.RI.10,CCSS.ELA-LITERACY.RI.2.10,ela,2,Grade 2,RI,Reading: Informational Text,Reading: Informational Text,,,10,"By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range.",True,assessable,True
2.RI.2,CCSS.ELA-LITERACY.RI.2.2,ela,2,Grade 2,RI,Reading: Informational Text,Reading: Informational Text,,,2,Identify the main topic of a multiparagraph text as well as the focus of specific paragraphs within the text.,True,assessable,True
2.RI.3,CCSS.ELA-LITERACY.RI.2.3,ela,2,Grade 2,RI,Reading: Informational Text,Reading: Informational Text,,,3,"Describe the connection between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text.",True,assessable,True
2.RI.4,CCSS.ELA-LITERACY.RI.2.4,ela,2,Grade 2,RI,Reading: Informational Text,Reading: Informational Text,,,4,Determine the meaning of words and phrases in a text relevant to a grade 2 topic or subject area.,True,assessable,True
2.RI.5,CCSS.ELA-LITERACY.RI.2.5,ela,2,Grade 2,RI,Reading: Informational Text,Reading: Informational Text,,,5,"Know and use various text features (e.g., captions, bold print, subheadings, glossaries, indexes, electronic menus, icons) to locate key facts or information in a text efficiently.",True,assessable,True
2.RI.6,CCSS.ELA-LITERACY.RI.2.6,ela,2,Grade 2,RI,Reading: Informational Text,Reading: Informational Text,,,6,"Identify the main purpose of a text, including what the author wants to answer, explain, or describe.",True,assessable,True
2.RI.7,CCSS.ELA-LITERACY.RI.2.7,ela,2,Grade 2,RI,Reading: Informational Text,Reading: Informational Text,,,7,"Explain how specific images (e.g., a diagram showing how a machine works) contribute to and clarify a text.",True,assessable,True
2.RI.8,CCSS.ELA-LITERACY.RI.2.8,ela,2,Grade 2,RI,Reading: Informational Text,Reading: Informational Text,,,8,Describe how reasons support specific points the author makes in a text.,True,assessable,True
2.RI.9,CCSS.ELA-LITERACY.RI.2.9,ela,2,Grade 2,RI,Reading: Informational Text,Reading: Informational Text,,,9,Compare and contrast the most important points presented by two texts on the same topic.,True,assessable,True
2.RL.1,CCSS.ELA-LITERACY.RL.2.1,ela,2,Grade 2,RL,Reading: Literature,Reading: Literature,,,1,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.",True,assessable,True
2.RL.10,CCSS.ELA-LITERACY.RL.2.10,ela,2,Grade 2,RL,Reading: Literature,Reading: Literature,,,10,"By the end of the year, read and comprehend literature, including stories and poetry, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range.",True,assessable,True
2.RL.2,CCSS.ELA-LITERACY.RL.2.2,ela,2,Grade 2,RL,Reading: Literature,Reading: Literature,,,2,"Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral.",True,assessable,True
2.RL.3,CCSS.ELA-LITERACY.RL.2.3,ela,2,Grade 2,RL,Reading: Literature,Reading: Literature,,,3,Describe how characters in a story respond to major events and challenges.,True,assessable,True
2.RL.4,CCSS.ELA-LITERACY.RL.2.4,ela,2,Grade 2,RL,Reading: Literature,Reading: Literature,,,4,"Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.",True,assessable,True
2.RL.5,CCSS.ELA-LITERACY.RL.2.5,ela,2,Grade 2,RL,Reading: Literature,Reading: Literature,,,5,"Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action.",True,assessable,True
2.RL.6,CCSS.ELA-LITERACY.RL.2.6,ela,2,Grade 2,RL,Reading: Literature,Reading: Literature,,,6,"Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud.",True,assessable,True
2.RL.7,CCSS.ELA-LITERACY.RL.2.7,ela,2,Grade 2,RL,Reading: Literature,Reading: Literature,,,7,"Use information gained from the illustrations and words in a print or digital text to demonstrate understanding of its characters, setting, or plot.",True,assessable,True
2.RL.8,CCSS.ELA-LITERACY.RL.2.8,ela,2,Grade 2,RL,Reading: Literature,Reading: Literature,,,8,(Not applicable to literature),True,notApplicableAtGrade,False
2.RL.9,CCSS.ELA-LITERACY.RL.2.9,ela,2,Grade 2,RL,Reading: Literature,Reading: Literature,,,9,"Compare and contrast two or more versions of the same story (e.g., Cinderella stories) by different authors or from different cultures.",True,assessable,True
2.SL.1,CCSS.ELA-LITERACY.SL.2.1,ela,2,Grade 2,SL,Speaking & Listening,Speaking & Listening,,,1,Participate in collaborative conversations with diverse partners about grade 2 topics and texts with peers and adults in small and larger groups.,False,broadStandard,True
2.SL.1.a,CCSS.ELA-LITERACY.SL.2.1.a,ela,2,Grade 2,SL,Speaking & Listening,Speaking & Listening,,2.SL.1,1a,"Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion).",True,assessable,True
2.SL.1.b,CCSS.ELA-LITERACY.SL.2.1.b,ela,2,Grade 2,SL,Speaking & Listening,Speaking & Listening,,2.SL.1,1b,Build on others' talk in conversations by linking their comments to the remarks of others.,True,assessable,True
2.SL.1.c,CCSS.ELA-LITERACY.SL.2.1.c,ela,2,Grade 2,SL,Speaking & Listening,Speaking & Listening,,2.SL.1,1c,Ask for clarification and further explanation as needed about the topics and texts under discussion.,True,assessable,True
2.SL.2,CCSS.ELA-LITERACY.SL.2.2,ela,2,Grade 2,SL,Speaking & Listening,Speaking & Listening,,,2,Recount or describe key ideas or details from a text read aloud or information presented orally or through other media.,True,assessable,True
2.SL.3,CCSS.ELA-LITERACY.SL.2.3,ela,2,Grade 2,SL,Speaking & Listening,Speaking & Listening,,,3,"Ask and answer questions about what a speaker says in order to clarify comprehension, gather additional information, or deepen understanding of a topic or issue.",True,assessable,True
2.SL.4,CCSS.ELA-LITERACY.SL.2.4,ela,2,Grade 2,SL,Speaking & Listening,Speaking & Listening,,,4,"Tell a story or recount an experience with appropriate facts and relevant, descriptive details, speaking audibly in coherent sentences.",True,assessable,True
2.SL.5,CCSS.ELA-LITERACY.SL.2.5,ela,2,Grade 2,SL,Speaking & Listening,Speaking & Listening,,,5,"Create audio recordings of stories or poems; add drawings or other visual displays to stories or recounts of experiences when appropriate to clarify ideas, thoughts, and feelings.",True,assessable,True
2.SL.6,CCSS.ELA-LITERACY.SL.2.6,ela,2,Grade 2,SL,Speaking & Listening,Speaking & Listening,,,6,Produce complete sentences when appropriate to task and situation in order to provide requested detail or clarification. (See grade 2 Language standards 1 and 3 here for specific expectations.),True,assessable,True
2.W.1,CCSS.ELA-LITERACY.W.2.1,ela,2,Grade 2,W,Writing,Writing,,,1,"Write opinion pieces in which they introduce the topic or book they are writing about, state an opinion, supply reasons that support the opinion, use linking words (e.g., because, and, also) to connect opinion and reasons, and provide a concluding statement or section.",True,assessable,True
2.W.10,CCSS.ELA-LITERACY.W.2.10,ela,2,Grade 2,W,Writing,Writing,,,10,(Begins in grade 3),True,notApplicableAtGrade,False
2.W.2,CCSS.ELA-LITERACY.W.2.2,ela,2,Grade 2,W,Writing,Writing,,,2,"Write informative/explanatory texts in which they introduce a topic, use facts and definitions to develop points, and provide a concluding statement or section.",True,assessable,True
2.W.3,CCSS.ELA-LITERACY.W.2.3,ela,2,Grade 2,W,Writing,Writing,,,3,"Write narratives in which they recount a well-elaborated event or short sequence of events, include details to describe actions, thoughts, and feelings, use temporal words to signal event order, and provide a sense of closure.",True,assessable,True
2.W.4,CCSS.ELA-LITERACY.W.2.4,ela,2,Grade 2,W,Writing,Writing,,,4,(Begins in grade 3),True,notApplicableAtGrade,False
2.W.5,CCSS.ELA-LITERACY.W.2.5,ela,2,Grade 2,W,Writing,Writing,,,5,"With guidance and support from adults and peers, focus on a topic and strengthen writing as needed by revising and editing.",True,assessable,True
2.W.6,CCSS.ELA-LITERACY.W.2.6,ela,2,Grade 2,W,Writing,Writing,,,6,"With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers.",True,assessable,True
2.W.7,CCSS.ELA-LITERACY.W.2.7,ela,2,Grade 2,W,Writing,Writing,,,7,"Participate in shared research and writing projects (e.g., read a number of books on a single topic to produce a report; record science observations).",True,assessable,True
2.W.8,CCSS.ELA-LITERACY.W.2.8,ela,2,Grade 2,W,Writing,Writing,,,8,Recall information from experiences or gather information from provided sources to answer a question.,True,assessable,True
2.W.9,CCSS.ELA-LITERACY.W.2.9,ela,2,Grade 2,W,Writing,Writing,,,9,(Begins in grade 4),True,notApplicableAtGrade,False
2.G.A.1,CCSS.MATH.CONTENT.2.G.A.1,math,2,Grade 2,G,Geometry,,2.G.A,,A1,"Recognize and draw shapes having specified attributes, such as a given number of angles or a given number of equal faces.1 Identify triangles, quadrilaterals, pentagons, hexagons, and cubes.",True,assessable,True
2.G.A.2,CCSS.MATH.CONTENT.2.G.A.2,math,2,Grade 2,G,Geometry,,2.G.A,,A2,Partition a rectangle into rows and columns of same-size squares and count to find the total number of them.,True,assessable,True
2.G.A.3,CCSS.MATH.CONTENT.2.G.A.3,math,2,Grade 2,G,Geometry,,2.G.A,,A3,"Partition circles and rectangles into two, three, or four equal shares, describe the shares using the words halves, thirds, half of, a third of, etc., and describe the whole as two halves, three thirds, four fourths. Recognize that equal shares of identical wholes need not have the same shape.",True,assessable,True
2.MD.A.1,CCSS.MATH.CONTENT.2.MD.A.1,math,2,Grade 2,MD,Measurement & Data,,2.MD.A,,A1,"Measure the length of an object by selecting and using appropriate tools such as rulers, yardsticks, meter sticks, and measuring tapes.",True,assessable,True
2.MD.A.2,CCSS.MATH.CONTENT.2.MD.A.2,math,2,Grade 2,MD,Measurement & Data,,2.MD.A,,A2,"Measure the length of an object twice, using length units of different lengths for the two measurements; describe how the two measurements relate to the size of the unit chosen.",True,assessable,True
2.MD.A.3,CCSS.MATH.CONTENT.2.MD.A.3,math,2,Grade 2,MD,Measurement & Data,,2.MD.A,,A3,"Estimate lengths using units of inches, feet, centimeters, and meters.",True,assessable,True
2.MD.A.4,CCSS.MATH.CONTENT.2.MD.A.4,math,2,Grade 2,MD,Measurement & Data,,2.MD.A,,A4,"Measure to determine how much longer one object is than another, expressing the length difference in terms of a standard length unit.",True,assessable,True
2.MD.B.5,CCSS.MATH.CONTENT.2.MD.B.5,math,2,Grade 2,MD,Measurement & Data,,2.MD.B,,B5,"Use addition and subtraction within 100 to solve word problems involving lengths that are given in the same units, e.g., by using drawings (such as drawings of rulers) and equations with a symbol for the unknown number to represent the problem.",True,assessable,True
2.MD.B.6,CCSS.MATH.CONTENT.2.MD.B.6,math,2,Grade 2,MD,Measurement & Data,,2.MD.B,,B6,"Represent whole numbers as lengths from 0 on a number line diagram with equally spaced points corresponding to the numbers 0, 1, 2, ..., and represent whole-number sums and differences within 100 on a number line diagram.",True,assessable,True
2.MD.C.7,CCSS.MATH.CONTENT.2.MD.C.7,math,2,Grade 2,MD,Measurement & Data,,2.MD.C,,C7,"Tell and write time from analog and digital clocks to the nearest five minutes, using a.m. and p.m.",True,assessable,True
2.MD.C.8,CCSS.MATH.CONTENT.2.MD.C.8,math,2,Grade 2,MD,Measurement & Data,,2.MD.C,,C8,"Solve word problems involving dollar bills, quarters, dimes, nickels, and pennies, using $ and ¢ symbols appropriately. Example: If you have 2 dimes and 3 pennies, how many cents do you have?",True,assessable,True
2.MD.D.10,CCSS.MATH.CONTENT.2.MD.D.10,math,2,Grade 2,MD,Measurement & Data,,2.MD.D,,D10,"Draw a picture graph and a bar graph (with single-unit scale) to represent a data set with up to four categories. Solve simple put-together, take-apart, and compare problems1 using information presented in a bar graph.",True,assessable,True
2.MD.D.9,CCSS.MATH.CONTENT.2.MD.D.9,math,2,Grade 2,MD,Measurement & Data,,2.MD.D,,D9,"Generate measurement data by measuring lengths of several objects to the nearest whole unit, or by making repeated measurements of the same object. Show the measurements by making a line plot, where the horizontal scale is marked off in whole-number units.",True,assessable,True
2.NBT.A.1,CCSS.MATH.CONTENT.2.NBT.A.1,math,2,Grade 2,NBT,Number & Operations in Base Ten,,2.NBT.A,,A1,"Understand that the three digits of a three-digit number represent amounts of hundreds, tens, and ones; e.g., 706 equals 7 hundreds, 0 tens, and 6 ones. Understand the following as special cases:",False,broadStandard,True
2.NBT.A.1.a,CCSS.MATH.CONTENT.2.NBT.A.1.a,math,2,Grade 2,NBT,Number & Operations in Base Ten,,2.NBT.A,,A1a,"100 can be thought of as a bundle of ten tens — called a ""hundred.""",True,assessable,True
2.NBT.A.1.b,CCSS.MATH.CONTENT.2.NBT.A.1.b,math,2,Grade 2,NBT,Number & Operations in Base Ten,,2.NBT.A,,A1b,"The numbers 100, 200, 300, 400, 500, 600, 700, 800, 900 refer to one, two, three, four, five, six, seven, eight, or nine hundreds (and 0 tens and 0 ones).",True,assessable,True
2.NBT.A.2,CCSS.MATH.CONTENT.2.NBT.A.2,math,2,Grade 2,NBT,Number & Operations in Base Ten,,2.NBT.A,,A2,"Count within 1000; skip-count by 5s, 10s, and 100s.",True,assessable,True
2.NBT.A.3,CCSS.MATH.CONTENT.2.NBT.A.3,math,2,Grade 2,NBT,Number & Operations in Base Ten,,2.NBT.A,,A3,"Read and write numbers to 1000 using base-ten numerals, number names, and expanded form.",True,assessable,True
2.NBT.A.4,CCSS.MATH.CONTENT.2.NBT.A.4,math,2,Grade 2,NBT,Number & Operations in Base Ten,,2.NBT.A,,A4,"Compare two three-digit numbers based on meanings of the hundreds, tens, and ones digits, using >, =, and < symbols to record the results of comparisons.",True,assessable,True
2.NBT.B.5,CCSS.MATH.CONTENT.2.NBT.B.5,math,2,Grade 2,NBT,Number & Operations in Base Ten,,2.NBT.B,,B5,"Fluently add and subtract within 100 using strategies based on place value, properties of operations, and/or the relationship between addition and subtraction.",True,assessable,True
2.NBT.B.6,CCSS.MATH.CONTENT.2.NBT.B.6,math,2,Grade 2,NBT,Number & Operations in Base Ten,,2.NBT.B,,B6,Add up to four two-digit numbers using strategies based on place value and properties of operations.,True,assessable,True
2.NBT.B.7,CCSS.MATH.CONTENT.2.NBT.B.7,math,2,Grade 2,NBT,Number & Operations in Base Ten,,2.NBT.B,,B7,"Add and subtract within 1000, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method. Understand that in adding or subtracting three-digit numbers, one adds or subtracts hundreds and hundreds, tens and tens, ones and ones; and sometimes it is necessary to compose or decompose tens or hundreds.",True,assessable,True
2.NBT.B.8,CCSS.MATH.CONTENT.2.NBT.B.8,math,2,Grade 2,NBT,Number & Operations in Base Ten,,2.NBT.B,,B8,"Mentally add 10 or 100 to a given number 100-900, and mentally subtract 10 or 100 from a given number 100-900.",True,assessable,True
2.NBT.B.9,CCSS.MATH.CONTENT.2.NBT.B.9,math,2,Grade 2,NBT,Number & Operations in Base Ten,,2.NBT.B,,B9,"Explain why addition and subtraction strategies work, using place value and the properties of operations.1",True,assessable,True
2.OA.A.1,CCSS.MATH.CONTENT.2.OA.A.1,math,2,Grade 2,OA,Operations & Algebraic Thinking,,2.OA.A,,A1,"Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.1",True,assessable,True
2.OA.B.2,CCSS.MATH.CONTENT.2.OA.B.2,math,2,Grade 2,OA,Operations & Algebraic Thinking,,2.OA.B,,B2,"Fluently add and subtract within 20 using mental strategies.2 By end of Grade 2, know from memory all sums of two one-digit numbers.",True,assessable,True
2.OA.C.3,CCSS.MATH.CONTENT.2.OA.C.3,math,2,Grade 2,OA,Operations & Algebraic Thinking,,2.OA.C,,C3,"Determine whether a group of objects (up to 20) has an odd or even number of members, e.g., by pairing objects or counting them by 2s; write an equation to express an even number as a sum of two equal addends.",True,assessable,True
2.OA.C.4,CCSS.MATH.CONTENT.2.OA.C.4,math,2,Grade 2,OA,Operations & Algebraic Thinking,,2.OA.C,,C4,Use addition to find the total number of objects arranged in rectangular arrays with up to 5 rows and up to 5 columns; write an equation to express the total as a sum of equal addends.,True,assessable,True
3.L.1,CCSS.ELA-LITERACY.L.3.1,ela,3,Grade 3,L,Language,Language,,,1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,False,broadStandard,True
3.L.1.a,CCSS.ELA-LITERACY.L.3.1.a,ela,3,Grade 3,L,Language,Language,,3.L.1,1a,"Explain the function of nouns, pronouns, verbs, adjectives, and adverbs in general and their functions in particular sentences.",True,assessable,True
3.L.1.b,CCSS.ELA-LITERACY.L.3.1.b,ela,3,Grade 3,L,Language,Language,,3.L.1,1b,Form and use regular and irregular plural nouns.,True,assessable,True
3.L.1.c,CCSS.ELA-LITERACY.L.3.1.c,ela,3,Grade 3,L,Language,Language,,3.L.1,1c,"Use abstract nouns (e.g., childhood).",True,assessable,True
3.L.1.d,CCSS.ELA-LITERACY.L.3.1.d,ela,3,Grade 3,L,Language,Language,,3.L.1,1d,Form and use regular and irregular verbs.,True,assessable,True
3.L.1.e,CCSS.ELA-LITERACY.L.3.1.e,ela,3,Grade 3,L,Language,Language,,3.L.1,1e,"Form and use the simple (e.g., I walked; I walk; I will walk) verb tenses.",True,assessable,True
3.L.1.f,CCSS.ELA-LITERACY.L.3.1.f,ela,3,Grade 3,L,Language,Language,,3.L.1,1f,Ensure subject-verb and pronoun-antecedent agreement.*,True,assessable,True
3.L.1.g,CCSS.ELA-LITERACY.L.3.1.g,ela,3,Grade 3,L,Language,Language,,3.L.1,1g,"Form and use comparative and superlative adjectives and adverbs, and choose between them depending on what is to be modified.",True,assessable,True
3.L.1.h,CCSS.ELA-LITERACY.L.3.1.h,ela,3,Grade 3,L,Language,Language,,3.L.1,1h,Use coordinating and subordinating conjunctions.,True,assessable,True
3.L.1.i,CCSS.ELA-LITERACY.L.3.1.i,ela,3,Grade 3,L,Language,Language,,3.L.1,1i,"Produce simple, compound, and complex sentences.",True,assessable,True
3.L.2,CCSS.ELA-LITERACY.L.3.2,ela,3,Grade 3,L,Language,Language,,,2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",False,broadStandard,True
3.L.2.a,CCSS.ELA-LITERACY.L.3.2.a,ela,3,Grade 3,L,Language,Language,,3.L.2,2a,Capitalize appropriate words in titles.,True,assessable,True
3.L.2.b,CCSS.ELA-LITERACY.L.3.2.b,ela,3,Grade 3,L,Language,Language,,3.L.2,2b,Use commas in addresses.,True,assessable,True
3.L.2.c,CCSS.ELA-LITERACY.L.3.2.c,ela,3,Grade 3,L,Language,Language,,3.L.2,2c,Use commas and quotation marks in dialogue.,True,assessable,True
3.L.2.d,CCSS.ELA-LITERACY.L.3.2.d,ela,3,Grade 3,L,Language,Language,,3.L.2,2d,Form and use possessives.,True,assessable,True
3.L.2.e,CCSS.ELA-LITERACY.L.3.2.e,ela,3,Grade 3,L,Language,Language,,3.L.2,2e,"Use conventional spelling for high-frequency and other studied words and for adding suffixes to base words (e.g., sitting, smiled, cries, happiness).",True,assessable,True
3.L.2.f,CCSS.ELA-LITERACY.L.3.2.f,ela,3,Grade 3,L,Language,Language,,3.L.2,2f,"Use spelling patterns and generalizations (e.g., word families, position-based spellings, syllable patterns, ending rules, meaningful word parts) in writing words.",True,assessable,True
3.L.2.g,CCSS.ELA-LITERACY.L.3.2.g,ela,3,Grade 3,L,Language,Language,,3.L.2,2g,"Consult reference materials, including beginning dictionaries, as needed to check and correct spellings.",True,assessable,True
3.L.3,CCSS.ELA-LITERACY.L.3.3,ela,3,Grade 3,L,Language,Language,,,3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",False,broadStandard,True
3.L.3.a,CCSS.ELA-LITERACY.L.3.3.a,ela,3,Grade 3,L,Language,Language,,3.L.3,3a,Choose words and phrases for effect.*,True,assessable,True
3.L.3.b,CCSS.ELA-LITERACY.L.3.3.b,ela,3,Grade 3,L,Language,Language,,3.L.3,3b,Recognize and observe differences between the conventions of spoken and written standard English.,True,assessable,True
3.L.4,CCSS.ELA-LITERACY.L.3.4,ela,3,Grade 3,L,Language,Language,,,4,"Determine or clarify the meaning of unknown and multiple-meaning word and phrases based on grade 3 reading and content, choosing flexibly from a range of strategies.",False,broadStandard,True
3.L.4.a,CCSS.ELA-LITERACY.L.3.4.a,ela,3,Grade 3,L,Language,Language,,3.L.4,4a,Use sentence-level context as a clue to the meaning of a word or phrase.,True,assessable,True
3.L.4.b,CCSS.ELA-LITERACY.L.3.4.b,ela,3,Grade 3,L,Language,Language,,3.L.4,4b,"Determine the meaning of the new word formed when a known affix is added to a known word (e.g., agreeable/disagreeable, comfortable/uncomfortable, care/careless, heat/preheat).",True,assessable,True
3.L.4.c,CCSS.ELA-LITERACY.L.3.4.c,ela,3,Grade 3,L,Language,Language,,3.L.4,4c,"Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., company, companion).",True,assessable,True
3.L.4.d,CCSS.ELA-LITERACY.L.3.4.d,ela,3,Grade 3,L,Language,Language,,3.L.4,4d,"Use glossaries or beginning dictionaries, both print and digital, to determine or clarify the precise meaning of key words and phrases.",True,assessable,True
3.L.5,CCSS.ELA-LITERACY.L.3.5,ela,3,Grade 3,L,Language,Language,,,5,"Demonstrate understanding of figurative language, word relationships and nuances in word meanings.",False,broadStandard,True
3.L.5.a,CCSS.ELA-LITERACY.L.3.5.a,ela,3,Grade 3,L,Language,Language,,3.L.5,5a,"Distinguish the literal and nonliteral meanings of words and phrases in context (e.g., take steps).",True,assessable,True
3.L.5.b,CCSS.ELA-LITERACY.L.3.5.b,ela,3,Grade 3,L,Language,Language,,3.L.5,5b,"Identify real-life connections between words and their use (e.g., describe people who are friendly or helpful).",True,assessable,True
3.L.5.c,CCSS.ELA-LITERACY.L.3.5.c,ela,3,Grade 3,L,Language,Language,,3.L.5,5c,"Distinguish shades of meaning among related words that describe states of mind or degrees of certainty (e.g., knew, believed, suspected, heard, wondered).",True,assessable,True
3.L.6,CCSS.ELA-LITERACY.L.3.6,ela,3,Grade 3,L,Language,Language,,,6,"Acquire and use accurately grade-appropriate conversational, general academic, and domain-specific words and phrases, including those that signal spatial and temporal relationships (e.g., After dinner that night we went looking for them).",True,assessable,True
3.RF.3,CCSS.ELA-LITERACY.RF.3.3,ela,3,Grade 3,RF,Reading: Foundational Skills,Reading: Foundational Skills,,,3,Know and apply grade-level phonics and word analysis skills in decoding words.,False,broadStandard,True
3.RF.3.a,CCSS.ELA-LITERACY.RF.3.3.a,ela,3,Grade 3,RF,Reading: Foundational Skills,Reading: Foundational Skills,,3.RF.3,3a,Identify and know the meaning of the most common prefixes and derivational suffixes.,True,assessable,True
3.RF.3.b,CCSS.ELA-LITERACY.RF.3.3.b,ela,3,Grade 3,RF,Reading: Foundational Skills,Reading: Foundational Skills,,3.RF.3,3b,Decode words with common Latin suffixes.,True,assessable,True
3.RF.3.c,CCSS.ELA-LITERACY.RF.3.3.c,ela,3,Grade 3,RF,Reading: Foundational Skills,Reading: Foundational Skills,,3.RF.3,3c,Decode multisyllable words.,True,assessable,True
3.RF.3.d,CCSS.ELA-LITERACY.RF.3.3.d,ela,3,Grade 3,RF,Reading: Foundational Skills,Reading: Foundational Skills,,3.RF.3,3d,Read grade-appropriate irregularly spelled words.,True,assessable,True
3.RF.4,CCSS.ELA-LITERACY.RF.3.4,ela,3,Grade 3,RF,Reading: Foundational Skills,Reading: Foundational Skills,,,4,Read with sufficient accuracy and fluency to support comprehension.,False,broadStandard,True
3.RF.4.a,CCSS.ELA-LITERACY.RF.3.4.a,ela,3,Grade 3,RF,Reading: Foundational Skills,Reading: Foundational Skills,,3.RF.4,4a,Read grade-level text with purpose and understanding.,True,assessable,True
3.RF.4.b,CCSS.ELA-LITERACY.RF.3.4.b,ela,3,Grade 3,RF,Reading: Foundational Skills,Reading: Foundational Skills,,3.RF.4,4b,"Read grade-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings.",True,assessable,True
3.RF.4.c,CCSS.ELA-LITERACY.RF.3.4.c,ela,3,Grade 3,RF,Reading: Foundational Skills,Reading: Foundational Skills,,3.RF.4,4c,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",True,assessable,True
3.RI.1,CCSS.ELA-LITERACY.RI.3.1,ela,3,Grade 3,RI,Reading: Informational Text,Reading: Informational Text,,,1,"Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers.",True,assessable,True
3.RI.10,CCSS.ELA-LITERACY.RI.3.10,ela,3,Grade 3,RI,Reading: Informational Text,Reading: Informational Text,,,10,"By the end of the year, read and comprehend informational texts, including history/social studies, science, and technical texts, at the high end of the grades 2–3 text complexity band independently and proficiently.",True,assessable,True
3.RI.2,CCSS.ELA-LITERACY.RI.3.2,ela,3,Grade 3,RI,Reading: Informational Text,Reading: Informational Text,,,2,Determine the main idea of a text; recount the key details and explain how they support the main idea.,True,assessable,True
3.RI.3,CCSS.ELA-LITERACY.RI.3.3,ela,3,Grade 3,RI,Reading: Informational Text,Reading: Informational Text,,,3,"Describe the relationship between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text, using language that pertains to time, sequence, and cause/effect.",True,assessable,True
3.RI.4,CCSS.ELA-LITERACY.RI.3.4,ela,3,Grade 3,RI,Reading: Informational Text,Reading: Informational Text,,,4,Determine the meaning of general academic and domain-specific words and phrases in a text relevant to a grade 3 topic or subject area.,True,assessable,True
3.RI.5,CCSS.ELA-LITERACY.RI.3.5,ela,3,Grade 3,RI,Reading: Informational Text,Reading: Informational Text,,,5,"Use text features and search tools (e.g., key words, sidebars, hyperlinks) to locate information relevant to a given topic efficiently.",True,assessable,True
3.RI.6,CCSS.ELA-LITERACY.RI.3.6,ela,3,Grade 3,RI,Reading: Informational Text,Reading: Informational Text,,,6,Distinguish their own point of view from that of the author of a text.,True,assessable,True
3.RI.7,CCSS.ELA-LITERACY.RI.3.7,ela,3,Grade 3,RI,Reading: Informational Text,Reading: Informational Text,,,7,"Use information gained from illustrations (e.g., maps, photographs) and the words in a text to demonstrate understanding of the text (e.g., where, when, why, and how key events occur).",True,assessable,True
3.RI.8,CCSS.ELA-LITERACY.RI.3.8,ela,3,Grade 3,RI,Reading: Informational Text,Reading: Informational Text,,,8,"Describe the logical connection between particular sentences and paragraphs in a text (e.g., comparison, cause/effect, first/second/third in a sequence).",True,assessable,True
3.RI.9,CCSS.ELA-LITERACY.RI.3.9,ela,3,Grade 3,RI,Reading: Informational Text,Reading: Informational Text,,,9,Compare and contrast the most important points and key details presented in two texts on the same topic.,True,assessable,True
3.RL.1,CCSS.ELA-LITERACY.RL.3.1,ela,3,Grade 3,RL,Reading: Literature,Reading: Literature,,,1,"Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers.",True,assessable,True
