officialId,canonicalId,subject,grade,gradeName,domainCode,domain,strand,clusterCode,parentId,sourceItem,statement,isLeaf,instructionalStatus,active
1.L.5.b,CCSS.ELA-LITERACY.L.1.5.b,ela,1,Grade 1,L,Language,Language,,1.L.5,5b,"Define words by category and by one or more key attributes (e.g., a duck is a bird that swims; a tiger is a large cat with stripes).",True,assessable,True
1.L.5.c,CCSS.ELA-LITERACY.L.1.5.c,ela,1,Grade 1,L,Language,Language,,1.L.5,5c,"Identify real-life connections between words and their use (e.g., note places at home that are cozy).",True,assessable,True
1.L.5.d,CCSS.ELA-LITERACY.L.1.5.d,ela,1,Grade 1,L,Language,Language,,1.L.5,5d,"Distinguish shades of meaning among verbs differing in manner (e.g., look, peek, glance, stare, glare, scowl) and adjectives differing in intensity (e.g., large, gigantic) by defining or choosing them or by acting out the meanings.",True,assessable,True
1.L.6,CCSS.ELA-LITERACY.L.1.6,ela,1,Grade 1,L,Language,Language,,,6,"Use words and phrases acquired through conversations, reading and being read to, and responding to texts, including using frequently occurring conjunctions to signal simple relationships (e.g., because).",True,assessable,True
1.RF.1,CCSS.ELA-LITERACY.RF.1.1,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,,1,Demonstrate understanding of the organization and basic features of print.,False,broadStandard,True
1.RF.1.a,CCSS.ELA-LITERACY.RF.1.1.a,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,1.RF.1,1a,"Recognize the distinguishing features of a sentence (e.g., first word, capitalization, ending punctuation).",True,assessable,True
1.RF.2,CCSS.ELA-LITERACY.RF.1.2,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,,2,"Demonstrate understanding of spoken words, syllables, and sounds (phonemes).",False,broadStandard,True
1.RF.2.a,CCSS.ELA-LITERACY.RF.1.2.a,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,1.RF.2,2a,Distinguish long from short vowel sounds in spoken single-syllable words.,True,assessable,True
1.RF.2.b,CCSS.ELA-LITERACY.RF.1.2.b,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,1.RF.2,2b,"Orally produce single-syllable words by blending sounds (phonemes), including consonant blends.",True,assessable,True
1.RF.2.c,CCSS.ELA-LITERACY.RF.1.2.c,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,1.RF.2,2c,"Isolate and pronounce initial, medial vowel, and final sounds (phonemes) in spoken single-syllable words.",True,assessable,True
1.RF.2.d,CCSS.ELA-LITERACY.RF.1.2.d,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,1.RF.2,2d,Segment spoken single-syllable words into their complete sequence of individual sounds (phonemes).,True,assessable,True
1.RF.3,CCSS.ELA-LITERACY.RF.1.3,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,,3,Know and apply grade-level phonics and word analysis skills in decoding words.,False,broadStandard,True
1.RF.3.a,CCSS.ELA-LITERACY.RF.1.3.a,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,1.RF.3,3a,Know the spelling-sound correspondences for common consonant digraphs.,True,assessable,True
1.RF.3.b,CCSS.ELA-LITERACY.RF.1.3.b,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,1.RF.3,3b,Decode regularly spelled one-syllable words.,True,assessable,True
1.RF.3.c,CCSS.ELA-LITERACY.RF.1.3.c,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,1.RF.3,3c,Know final -e and common vowel team conventions for representing long vowel sounds.,True,assessable,True
1.RF.3.d,CCSS.ELA-LITERACY.RF.1.3.d,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,1.RF.3,3d,Use knowledge that every syllable must have a vowel sound to determine the number of syllables in a printed word.,True,assessable,True
1.RF.3.e,CCSS.ELA-LITERACY.RF.1.3.e,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,1.RF.3,3e,Decode two-syllable words following basic patterns by breaking the words into syllables.,True,assessable,True
1.RF.3.f,CCSS.ELA-LITERACY.RF.1.3.f,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,1.RF.3,3f,Read words with inflectional endings.,True,assessable,True
1.RF.3.g,CCSS.ELA-LITERACY.RF.1.3.g,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,1.RF.3,3g,Recognize and read grade-appropriate irregularly spelled words.,True,assessable,True
1.RF.4,CCSS.ELA-LITERACY.RF.1.4,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,,4,Read with sufficient accuracy and fluency to support comprehension.,False,broadStandard,True
1.RF.4.a,CCSS.ELA-LITERACY.RF.1.4.a,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,1.RF.4,4a,Read grade-level text with purpose and understanding.,True,assessable,True
1.RF.4.b,CCSS.ELA-LITERACY.RF.1.4.b,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,1.RF.4,4b,"Read grade-level text orally with accuracy, appropriate rate, and expression on successive readings.",True,assessable,True
1.RF.4.c,CCSS.ELA-LITERACY.RF.1.4.c,ela,1,Grade 1,RF,Reading: Foundational Skills,Reading: Foundational Skills,,1.RF.4,4c,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",True,assessable,True
1.RI.1,CCSS.ELA-LITERACY.RI.1.1,ela,1,Grade 1,RI,Reading: Informational Text,Reading: Informational Text,,,1,Ask and answer questions about key details in a text.,True,assessable,True
1.RI.10,CCSS.ELA-LITERACY.RI.1.10,ela,1,Grade 1,RI,Reading: Informational Text,Reading: Informational Text,,,10,"With prompting and support, read informational texts appropriately complex for grade 1.",True,assessable,True
1.RI.2,CCSS.ELA-LITERACY.RI.1.2,ela,1,Grade 1,RI,Reading: Informational Text,Reading: Informational Text,,,2,Identify the main topic and retell key details of a text.,True,assessable,True
1.RI.3,CCSS.ELA-LITERACY.RI.1.3,ela,1,Grade 1,RI,Reading: Informational Text,Reading: Informational Text,,,3,"Describe the connection between two individuals, events, ideas, or pieces of information in a text.",True,assessable,True
1.RI.4,CCSS.ELA-LITERACY.RI.1.4,ela,1,Grade 1,RI,Reading: Informational Text,Reading: Informational Text,,,4,Ask and answer questions to help determine or clarify the meaning of words and phrases in a text.,True,assessable,True
1.RI.5,CCSS.ELA-LITERACY.RI.1.5,ela,1,Grade 1,RI,Reading: Informational Text,Reading: Informational Text,,,5,"Know and use various text features (e.g., headings, tables of contents, glossaries, electronic menus, icons) to locate key facts or information in a text.",True,assessable,True
1.RI.6,CCSS.ELA-LITERACY.RI.1.6,ela,1,Grade 1,RI,Reading: Informational Text,Reading: Informational Text,,,6,Distinguish between information provided by pictures or other illustrations and information provided by the words in a text.,True,assessable,True
1.RI.7,CCSS.ELA-LITERACY.RI.1.7,ela,1,Grade 1,RI,Reading: Informational Text,Reading: Informational Text,,,7,Use the illustrations and details in a text to describe its key ideas.,True,assessable,True
1.RI.8,CCSS.ELA-LITERACY.RI.1.8,ela,1,Grade 1,RI,Reading: Informational Text,Reading: Informational Text,,,8,Identify the reasons an author gives to support points in a text.,True,assessable,True
1.RI.9,CCSS.ELA-LITERACY.RI.1.9,ela,1,Grade 1,RI,Reading: Informational Text,Reading: Informational Text,,,9,"Identify basic similarities in and differences between two texts on the same topic (e.g., in illustrations, descriptions, or procedures).",True,assessable,True
1.RL.1,CCSS.ELA-LITERACY.RL.1.1,ela,1,Grade 1,RL,Reading: Literature,Reading: Literature,,,1,Ask and answer questions about key details in a text.,True,assessable,True
1.RL.10,CCSS.ELA-LITERACY.RL.1.10,ela,1,Grade 1,RL,Reading: Literature,Reading: Literature,,,10,"With prompting and support, read prose and poetry of appropriate complexity for grade 1.",True,assessable,True
1.RL.2,CCSS.ELA-LITERACY.RL.1.2,ela,1,Grade 1,RL,Reading: Literature,Reading: Literature,,,2,"Retell stories, including key details, and demonstrate understanding of their central message or lesson.",True,assessable,True
1.RL.3,CCSS.ELA-LITERACY.RL.1.3,ela,1,Grade 1,RL,Reading: Literature,Reading: Literature,,,3,"Describe characters, settings, and major events in a story, using key details.",True,assessable,True
1.RL.4,CCSS.ELA-LITERACY.RL.1.4,ela,1,Grade 1,RL,Reading: Literature,Reading: Literature,,,4,Identify words and phrases in stories or poems that suggest feelings or appeal to the senses.,True,assessable,True
1.RL.5,CCSS.ELA-LITERACY.RL.1.5,ela,1,Grade 1,RL,Reading: Literature,Reading: Literature,,,5,"Explain major differences between books that tell stories and books that give information, drawing on a wide reading of a range of text types.",True,assessable,True
1.RL.6,CCSS.ELA-LITERACY.RL.1.6,ela,1,Grade 1,RL,Reading: Literature,Reading: Literature,,,6,Identify who is telling the story at various points in a text.,True,assessable,True
1.RL.7,CCSS.ELA-LITERACY.RL.1.7,ela,1,Grade 1,RL,Reading: Literature,Reading: Literature,,,7,"Use illustrations and details in a story to describe its characters, setting, or events.",True,assessable,True
1.RL.8,CCSS.ELA-LITERACY.RL.1.8,ela,1,Grade 1,RL,Reading: Literature,Reading: Literature,,,8,(Not applicable to literature),True,notApplicableAtGrade,False
1.RL.9,CCSS.ELA-LITERACY.RL.1.9,ela,1,Grade 1,RL,Reading: Literature,Reading: Literature,,,9,Compare and contrast the adventures and experiences of characters in stories.,True,assessable,True
1.SL.1,CCSS.ELA-LITERACY.SL.1.1,ela,1,Grade 1,SL,Speaking & Listening,Speaking & Listening,,,1,Participate in collaborative conversations with diverse partners about grade 1 topics and texts with peers and adults in small and larger groups.,False,broadStandard,True
1.SL.1.a,CCSS.ELA-LITERACY.SL.1.1.a,ela,1,Grade 1,SL,Speaking & Listening,Speaking & Listening,,1.SL.1,1a,"Follow agreed-upon rules for discussions (e.g., listening to others with care, speaking one at a time about the topics and texts under discussion).",True,assessable,True
1.SL.1.b,CCSS.ELA-LITERACY.SL.1.1.b,ela,1,Grade 1,SL,Speaking & Listening,Speaking & Listening,,1.SL.1,1b,Build on others' talk in conversations by responding to the comments of others through multiple exchanges.,True,assessable,True
1.SL.1.c,CCSS.ELA-LITERACY.SL.1.1.c,ela,1,Grade 1,SL,Speaking & Listening,Speaking & Listening,,1.SL.1,1c,Ask questions to clear up any confusion about the topics and texts under discussion.,True,assessable,True
1.SL.2,CCSS.ELA-LITERACY.SL.1.2,ela,1,Grade 1,SL,Speaking & Listening,Speaking & Listening,,,2,Ask and answer questions about key details in a text read aloud or information presented orally or through other media.,True,assessable,True
1.SL.3,CCSS.ELA-LITERACY.SL.1.3,ela,1,Grade 1,SL,Speaking & Listening,Speaking & Listening,,,3,Ask and answer questions about what a speaker says in order to gather additional information or clarify something that is not understood.,True,assessable,True
1.SL.4,CCSS.ELA-LITERACY.SL.1.4,ela,1,Grade 1,SL,Speaking & Listening,Speaking & Listening,,,4,"Describe people, places, things, and events with relevant details, expressing ideas and feelings clearly.",True,assessable,True
1.SL.5,CCSS.ELA-LITERACY.SL.1.5,ela,1,Grade 1,SL,Speaking & Listening,Speaking & Listening,,,5,"Add drawings or other visual displays to descriptions when appropriate to clarify ideas, thoughts, and feelings.",True,assessable,True
1.SL.6,CCSS.ELA-LITERACY.SL.1.6,ela,1,Grade 1,SL,Speaking & Listening,Speaking & Listening,,,6,Produce complete sentences when appropriate to task and situation. (See grade 1 Language standards 1 and 3 here for specific expectations.),True,assessable,True
1.W.1,CCSS.ELA-LITERACY.W.1.1,ela,1,Grade 1,W,Writing,Writing,,,1,"Write opinion pieces in which they introduce the topic or name the book they are writing about, state an opinion, supply a reason for the opinion, and provide some sense of closure.",True,assessable,True
1.W.10,CCSS.ELA-LITERACY.W.1.10,ela,1,Grade 1,W,Writing,Writing,,,10,(Begins in grade 3),True,notApplicableAtGrade,False
1.W.2,CCSS.ELA-LITERACY.W.1.2,ela,1,Grade 1,W,Writing,Writing,,,2,"Write informative/explanatory texts in which they name a topic, supply some facts about the topic, and provide some sense of closure.",True,assessable,True
1.W.3,CCSS.ELA-LITERACY.W.1.3,ela,1,Grade 1,W,Writing,Writing,,,3,"Write narratives in which they recount two or more appropriately sequenced events, include some details regarding what happened, use temporal words to signal event order, and provide some sense of closure.",True,assessable,True
1.W.4,CCSS.ELA-LITERACY.W.1.4,ela,1,Grade 1,W,Writing,Writing,,,4,(Begins in grade 3),True,notApplicableAtGrade,False
1.W.5,CCSS.ELA-LITERACY.W.1.5,ela,1,Grade 1,W,Writing,Writing,,,5,"With guidance and support from adults, focus on a topic, respond to questions and suggestions from peers, and add details to strengthen writing as needed.",True,assessable,True
1.W.6,CCSS.ELA-LITERACY.W.1.6,ela,1,Grade 1,W,Writing,Writing,,,6,"With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers.",True,assessable,True
1.W.7,CCSS.ELA-LITERACY.W.1.7,ela,1,Grade 1,W,Writing,Writing,,,7,"Participate in shared research and writing projects (e.g., explore a number of ""how-to"" books on a given topic and use them to write a sequence of instructions).",True,assessable,True
1.W.8,CCSS.ELA-LITERACY.W.1.8,ela,1,Grade 1,W,Writing,Writing,,,8,"With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.",True,assessable,True
1.W.9,CCSS.ELA-LITERACY.W.1.9,ela,1,Grade 1,W,Writing,Writing,,,9,(Begins in grade 4),True,notApplicableAtGrade,False
1.G.A.1,CCSS.MATH.CONTENT.1.G.A.1,math,1,Grade 1,G,Geometry,,1.G.A,,A1,"Distinguish between defining attributes (e.g., triangles are closed and three-sided) versus non-defining attributes (e.g., color, orientation, overall size); build and draw shapes to possess defining attributes.",True,assessable,True
1.G.A.2,CCSS.MATH.CONTENT.1.G.A.2,math,1,Grade 1,G,Geometry,,1.G.A,,A2,"Compose two-dimensional shapes (rectangles, squares, trapezoids, triangles, half-circles, and quarter-circles) or three-dimensional shapes (cubes, right rectangular prisms, right circular cones, and right circular cylinders) to create a composite shape, and compose new shapes from the composite shape.1",True,assessable,True
1.G.A.3,CCSS.MATH.CONTENT.1.G.A.3,math,1,Grade 1,G,Geometry,,1.G.A,,A3,"Partition circles and rectangles into two and four equal shares, describe the shares using the words halves, fourths, and quarters, and use the phrases half of, fourth of, and quarter of. Describe the whole as two of, or four of the shares. Understand for these examples that decomposing into more equal shares creates smaller shares.",True,assessable,True
1.MD.A.1,CCSS.MATH.CONTENT.1.MD.A.1,math,1,Grade 1,MD,Measurement & Data,,1.MD.A,,A1,Order three objects by length; compare the lengths of two objects indirectly by using a third object.,True,assessable,True
1.MD.A.2,CCSS.MATH.CONTENT.1.MD.A.2,math,1,Grade 1,MD,Measurement & Data,,1.MD.A,,A2,"Express the length of an object as a whole number of length units, by laying multiple copies of a shorter object (the length unit) end to end; understand that the length measurement of an object is the number of same-size length units that span it with no gaps or overlaps. Limit to contexts where the object being measured is spanned by a whole number of length units with no gaps or overlaps.",True,assessable,True
1.MD.B.3,CCSS.MATH.CONTENT.1.MD.B.3,math,1,Grade 1,MD,Measurement & Data,,1.MD.B,,B3,Tell and write time in hours and half-hours using analog and digital clocks.,True,assessable,True
1.MD.C.4,CCSS.MATH.CONTENT.1.MD.C.4,math,1,Grade 1,MD,Measurement & Data,,1.MD.C,,C4,"Organize, represent, and interpret data with up to three categories; ask and answer questions about the total number of data points, how many in each category, and how many more or less are in one category than in another.",True,assessable,True
1.NBT.A.1,CCSS.MATH.CONTENT.1.NBT.A.1,math,1,Grade 1,NBT,Number & Operations in Base Ten,,1.NBT.A,,A1,"Count to 120, starting at any number less than 120. In this range, read and write numerals and represent a number of objects with a written numeral.",True,assessable,True
1.NBT.B.2,CCSS.MATH.CONTENT.1.NBT.B.2,math,1,Grade 1,NBT,Number & Operations in Base Ten,,1.NBT.B,,B2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,False,broadStandard,True
1.NBT.B.2.a,CCSS.MATH.CONTENT.1.NBT.B.2.a,math,1,Grade 1,NBT,Number & Operations in Base Ten,,1.NBT.B,,B2a,"10 can be thought of as a bundle of ten ones — called a ""ten.""",True,assessable,True
1.NBT.B.2.b,CCSS.MATH.CONTENT.1.NBT.B.2.b,math,1,Grade 1,NBT,Number & Operations in Base Ten,,1.NBT.B,,B2b,"The numbers from 11 to 19 are composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones.",True,assessable,True
1.NBT.B.2.c,CCSS.MATH.CONTENT.1.NBT.B.2.c,math,1,Grade 1,NBT,Number & Operations in Base Ten,,1.NBT.B,,B2c,"The numbers 10, 20, 30, 40, 50, 60, 70, 80, 90 refer to one, two, three, four, five, six, seven, eight, or nine tens (and 0 ones).",True,assessable,True
1.NBT.B.3,CCSS.MATH.CONTENT.1.NBT.B.3,math,1,Grade 1,NBT,Number & Operations in Base Ten,,1.NBT.B,,B3,"Compare two two-digit numbers based on meanings of the tens and ones digits, recording the results of comparisons with the symbols >, =, and <.",True,assessable,True
1.NBT.C.4,CCSS.MATH.CONTENT.1.NBT.C.4,math,1,Grade 1,NBT,Number & Operations in Base Ten,,1.NBT.C,,C4,"Add within 100, including adding a two-digit number and a one-digit number, and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used. Understand that in adding two-digit numbers, one adds tens and tens, ones and ones; and sometimes it is necessary to compose a ten.",True,assessable,True
1.NBT.C.5,CCSS.MATH.CONTENT.1.NBT.C.5,math,1,Grade 1,NBT,Number & Operations in Base Ten,,1.NBT.C,,C5,"Given a two-digit number, mentally find 10 more or 10 less than the number, without having to count; explain the reasoning used.",True,assessable,True
1.NBT.C.6,CCSS.MATH.CONTENT.1.NBT.C.6,math,1,Grade 1,NBT,Number & Operations in Base Ten,,1.NBT.C,,C6,"Subtract multiples of 10 in the range 10-90 from multiples of 10 in the range 10-90 (positive or zero differences), using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.",True,assessable,True
1.OA.A.1,CCSS.MATH.CONTENT.1.OA.A.1,math,1,Grade 1,OA,Operations & Algebraic Thinking,,1.OA.A,,A1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.1",True,assessable,True
1.OA.A.2,CCSS.MATH.CONTENT.1.OA.A.2,math,1,Grade 1,OA,Operations & Algebraic Thinking,,1.OA.A,,A2,"Solve word problems that call for addition of three whole numbers whose sum is less than or equal to 20, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",True,assessable,True
1.OA.B.3,CCSS.MATH.CONTENT.1.OA.B.3,math,1,Grade 1,OA,Operations & Algebraic Thinking,,1.OA.B,,B3,"Apply properties of operations as strategies to add and subtract.2 Examples: If 8 + 3 = 11 is known, then 3 + 8 = 11 is also known. (Commutative property of addition.) To add 2 + 6 + 4, the second two numbers can be added to make a ten, so 2 + 6 + 4 = 2 + 10 = 12. (Associative property of addition.)",True,assessable,True
1.OA.B.4,CCSS.MATH.CONTENT.1.OA.B.4,math,1,Grade 1,OA,Operations & Algebraic Thinking,,1.OA.B,,B4,"Understand subtraction as an unknown-addend problem. For example, subtract 10 - 8 by finding the number that makes 10 when added to 8.",True,assessable,True
1.OA.C.5,CCSS.MATH.CONTENT.1.OA.C.5,math,1,Grade 1,OA,Operations & Algebraic Thinking,,1.OA.C,,C5,"Relate counting to addition and subtraction (e.g., by counting on 2 to add 2).",True,assessable,True
1.OA.C.6,CCSS.MATH.CONTENT.1.OA.C.6,math,1,Grade 1,OA,Operations & Algebraic Thinking,,1.OA.C,,C6,"Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 - 4 = 13 - 3 - 1 = 10 - 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 - 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13).",True,assessable,True
1.OA.D.7,CCSS.MATH.CONTENT.1.OA.D.7,math,1,Grade 1,OA,Operations & Algebraic Thinking,,1.OA.D,,D7,"Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false. For example, which of the following equations are true and which are false? 6 = 6, 7 = 8 - 1, 5 + 2 = 2 + 5, 4 + 1 = 5 + 2.",True,assessable,True
1.OA.D.8,CCSS.MATH.CONTENT.1.OA.D.8,math,1,Grade 1,OA,Operations & Algebraic Thinking,,1.OA.D,,D8,"Determine the unknown whole number in an addition or subtraction equation relating three whole numbers. For example, determine the unknown number that makes the equation true in each of the equations 8 + ? = 11, 5 = _ - 3, 6 + 6 = _.",True,assessable,True
2.L.1,CCSS.ELA-LITERACY.L.2.1,ela,2,Grade 2,L,Language,Language,,,1,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.,False,broadStandard,True
2.L.1.a,CCSS.ELA-LITERACY.L.2.1.a,ela,2,Grade 2,L,Language,Language,,2.L.1,1a,"Use collective nouns (e.g., group).",True,assessable,True
2.L.1.b,CCSS.ELA-LITERACY.L.2.1.b,ela,2,Grade 2,L,Language,Language,,2.L.1,1b,"Form and use frequently occurring irregular plural nouns (e.g., feet, children, teeth, mice, fish).",True,assessable,True
2.L.1.c,CCSS.ELA-LITERACY.L.2.1.c,ela,2,Grade 2,L,Language,Language,,2.L.1,1c,"Use reflexive pronouns (e.g., myself, ourselves).",True,assessable,True
2.L.1.d,CCSS.ELA-LITERACY.L.2.1.d,ela,2,Grade 2,L,Language,Language,,2.L.1,1d,"Form and use the past tense of frequently occurring irregular verbs (e.g., sat, hid, told).",True,assessable,True
2.L.1.e,CCSS.ELA-LITERACY.L.2.1.e,ela,2,Grade 2,L,Language,Language,,2.L.1,1e,"Use adjectives and adverbs, and choose between them depending on what is to be modified.",True,assessable,True
2.L.1.f,CCSS.ELA-LITERACY.L.2.1.f,ela,2,Grade 2,L,Language,Language,,2.L.1,1f,"Produce, expand, and rearrange complete simple and compound sentences (e.g., The boy watched the movie; The little boy watched the movie; The action movie was watched by the little boy).",True,assessable,True
2.L.2,CCSS.ELA-LITERACY.L.2.2,ela,2,Grade 2,L,Language,Language,,,2,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing.",False,broadStandard,True
2.L.2.a,CCSS.ELA-LITERACY.L.2.2.a,ela,2,Grade 2,L,Language,Language,,2.L.2,2a,"Capitalize holidays, product names, and geographic names.",True,assessable,True
2.L.2.b,CCSS.ELA-LITERACY.L.2.2.b,ela,2,Grade 2,L,Language,Language,,2.L.2,2b,Use commas in greetings and closings of letters.,True,assessable,True
2.L.2.c,CCSS.ELA-LITERACY.L.2.2.c,ela,2,Grade 2,L,Language,Language,,2.L.2,2c,Use an apostrophe to form contractions and frequently occurring possessives.,True,assessable,True
2.L.2.d,CCSS.ELA-LITERACY.L.2.2.d,ela,2,Grade 2,L,Language,Language,,2.L.2,2d,"Generalize learned spelling patterns when writing words (e.g., cage → badge; boy → boil).",True,assessable,True
2.L.2.e,CCSS.ELA-LITERACY.L.2.2.e,ela,2,Grade 2,L,Language,Language,,2.L.2,2e,"Consult reference materials, including beginning dictionaries, as needed to check and correct spellings.",True,assessable,True
2.L.3,CCSS.ELA-LITERACY.L.2.3,ela,2,Grade 2,L,Language,Language,,,3,"Use knowledge of language and its conventions when writing, speaking, reading, or listening.",False,broadStandard,True
2.L.3.a,CCSS.ELA-LITERACY.L.2.3.a,ela,2,Grade 2,L,Language,Language,,2.L.3,3a,Compare formal and informal uses of English,True,assessable,True
2.L.4,CCSS.ELA-LITERACY.L.2.4,ela,2,Grade 2,L,Language,Language,,,4,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 2 reading and content, choosing flexibly from an array of strategies.",False,broadStandard,True
2.L.4.a,CCSS.ELA-LITERACY.L.2.4.a,ela,2,Grade 2,L,Language,Language,,2.L.4,4a,Use sentence-level context as a clue to the meaning of a word or phrase.,True,assessable,True
2.L.4.b,CCSS.ELA-LITERACY.L.2.4.b,ela,2,Grade 2,L,Language,Language,,2.L.4,4b,"Determine the meaning of the new word formed when a known prefix is added to a known word (e.g., happy/unhappy, tell/retell).",True,assessable,True
2.L.4.c,CCSS.ELA-LITERACY.L.2.4.c,ela,2,Grade 2,L,Language,Language,,2.L.4,4c,"Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., addition, additional).",True,assessable,True
2.L.4.d,CCSS.ELA-LITERACY.L.2.4.d,ela,2,Grade 2,L,Language,Language,,2.L.4,4d,"Use knowledge of the meaning of individual words to predict the meaning of compound words (e.g., birdhouse, lighthouse, housefly; bookshelf, notebook, bookmark).",True,assessable,True
2.L.4.e,CCSS.ELA-LITERACY.L.2.4.e,ela,2,Grade 2,L,Language,Language,,2.L.4,4e,"Use glossaries and beginning dictionaries, both print and digital, to determine or clarify the meaning of words and phrases.",True,assessable,True
2.L.5,CCSS.ELA-LITERACY.L.2.5,ela,2,Grade 2,L,Language,Language,,,5,Demonstrate understanding of word relationships and nuances in word meanings.,False,broadStandard,True
2.L.5.a,CCSS.ELA-LITERACY.L.2.5.a,ela,2,Grade 2,L,Language,Language,,2.L.5,5a,"Identify real-life connections between words and their use (e.g., describe foods that are spicy or juicy).",True,assessable,True
2.L.5.b,CCSS.ELA-LITERACY.L.2.5.b,ela,2,Grade 2,L,Language,Language,,2.L.5,5b,"Distinguish shades of meaning among closely related verbs (e.g., toss, throw, hurl) and closely related adjectives (e.g., thin, slender, skinny, scrawny).",True,assessable,True
2.L.6,CCSS.ELA-LITERACY.L.2.6,ela,2,Grade 2,L,Language,Language,,,6,"Use words and phrases acquired through conversations, reading and being read to, and responding to texts, including using adjectives and adverbs to describe (e.g., When other kids are happy that makes me happy).",True,assessable,True
2.RF.3,CCSS.ELA-LITERACY.RF.2.3,ela,2,Grade 2,RF,Reading: Foundational Skills,Reading: Foundational Skills,,,3,Know and apply grade-level phonics and word analysis skills in decoding words.,False,broadStandard,True
2.RF.3.a,CCSS.ELA-LITERACY.RF.2.3.a,ela,2,Grade 2,RF,Reading: Foundational Skills,Reading: Foundational Skills,,2.RF.3,3a,Distinguish long and short vowels when reading regularly spelled one-syllable words.,True,assessable,True
2.RF.3.b,CCSS.ELA-LITERACY.RF.2.3.b,ela,2,Grade 2,RF,Reading: Foundational Skills,Reading: Foundational Skills,,2.RF.3,3b,Know spelling-sound correspondences for additional common vowel teams.,True,assessable,True
2.RF.3.c,CCSS.ELA-LITERACY.RF.2.3.c,ela,2,Grade 2,RF,Reading: Foundational Skills,Reading: Foundational Skills,,2.RF.3,3c,Decode regularly spelled two-syllable words with long vowels.,True,assessable,True
2.RF.3.d,CCSS.ELA-LITERACY.RF.2.3.d,ela,2,Grade 2,RF,Reading: Foundational Skills,Reading: Foundational Skills,,2.RF.3,3d,Decode words with common prefixes and suffixes.,True,assessable,True
2.RF.3.e,CCSS.ELA-LITERACY.RF.2.3.e,ela,2,Grade 2,RF,Reading: Foundational Skills,Reading: Foundational Skills,,2.RF.3,3e,Identify words with inconsistent but common spelling-sound correspondences.,True,assessable,True
2.RF.3.f,CCSS.ELA-LITERACY.RF.2.3.f,ela,2,Grade 2,RF,Reading: Foundational Skills,Reading: Foundational Skills,,2.RF.3,3f,Recognize and read grade-appropriate irregularly spelled words.,True,assessable,True
2.RF.4,CCSS.ELA-LITERACY.RF.2.4,ela,2,Grade 2,RF,Reading: Foundational Skills,Reading: Foundational Skills,,,4,Read with sufficient accuracy and fluency to support comprehension.,False,broadStandard,True
